Eye,Region,ROI,Layer,Angle,Width,Length,Straightness
LE,INF,1,1,11.4271015939451,5.82401750718846,100.922496427257,0.950243939707054
LE,INF,1,1,2.77021579720019,3.72539170888754,64.756063885895,0.95855946897468
LE,INF,1,1,-4.08561677997488,4.05674908161163,44.3517150273859,0.949388462584924
LE,INF,1,1,9.35297925009325,4.4610510850564,95.5901631344738,0.901193421920833
LE,INF,1,1,11.9441771884463,6.92945283651352,54.9961852455004,0.966443923817823
LE,INF,1,1,-82.4053566314086,3.66731868471418,15.3591736031175,0.985257823204112
LE,INF,1,1,-72.6459753637387,4.80575365679605,18.717301412218,0.895591423414163
LE,INF,1,1,-4.46715906138927,5.86048530538877,70.6277092850114,0.908921102392876
LE,INF,1,1,10.0805979875423,4.65680751379798,48.1786053428422,0.948669626338533
LE,INF,1,1,-7.85331330197822,6.53947855234146,32.8861517820059,0.890179019140418
LE,INF,1,1,16.3895403340348,7.2017185904763,36.7902784936217,0.963300408271791
LE,INF,1,1,-4.76364169072618,5.34184491634369,28.3573145731729,0.849276086966578
LE,INF,1,1,20.5560452195835,9.57098587354024,22.2998747271176,0.766282667492087
LE,INF,1,1,48.3664606634298,7.25933289527893,12.0443593751077,0.999770448869106
LE,INF,1,1,2.48955292199916,8.58747251828512,25.1869125971184,0.914035365695298
LE,INF,1,1,-14.3813945910906,6.27270052830378,43.5821739457528,0.923809912018361
LE,INF,1,1,-2.86240522611175,7.92450993401664,25.9118450537927,0.772811984361946
LE,INF,1,1,-1.08092418666069,9.72970628738403,54.496889647946,0.97270566201556
LE,INF,1,1,-31.3286928678042,4.67442322861065,28.9673834490344,0.929522132471723
LE,INF,1,1,51.8427734126309,7.26947458585103,17.8218697243355,0.999025023196813
LE,INF,1,1,1.08092418666069,6.46545457839966,114.297521127942,0.927569252590468
LE,INF,1,1,32.9052429229879,8.25419286886851,20.6067256831302,0.982613979662624
LE,INF,1,1,77.0053832080835,4.75708694458008,27.3392223275975,0.976009039632312
LE,INF,1,1,-3.46822925891715,8.36276782883538,35.4963541799665,0.93137876476035
LE,INF,1,1,24.7751405688319,4.70025737583637,18.9589689355047,0.755200407363038
LE,INF,1,1,2.30596672399503,7.7673198329775,152.938577555846,0.975036899250604
LE,INF,1,1,-51.3401917459099,5.37388561453138,23.7171761454662,0.809935069608641
LE,INF,1,1,1.40862873533847,8.29672360420227,133.635066847632,0.913210002063482
LE,INF,1,1,77.4711922908485,7.92087443669637,10.3254032174175,0.892899217895996
LE,INF,1,1,-68.1985905136482,5.94635708332062,32.761076827757,0.986261502107627
LE,INF,1,1,-61.476881393688,6.51123302323478,52.9577488970227,0.988610005924499
LE,INF,1,1,70.0168934781,5.27595128615697,25.337657688254,0.923897548441953
LE,INF,1,1,19.3589941756947,6.5546877017388,48.7535429882852,0.804399858932889
LE,INF,1,1,19.1790080258107,5.69161887466908,25.6607511626245,0.94898201418361
LE,INF,1,1,25.4633450618716,7.92468122641246,24.8024077880994,0.937788254186605
LE,INF,1,1,7.43140797117251,4.39513685968187,24.4123858245359,0.950125365713918
LE,INF,1,1,27.4075754378184,5.34185084104538,34.16993629907,0.890075193155067
LE,INF,1,1,10.8855270546587,8.17245203256607,28.6315159918513,0.924729399493997
LE,INF,1,1,1.50743575877497,4.3290626257658,39.6698599621754,0.958237706252087
LE,INF,1,1,-0.93919094573558,6.87360268480638,63.9566169517152,0.953899675724522
LE,INF,1,1,-4.84400037508068,6.83490146398544,67.0859962147968,0.882620646830164
LE,INF,1,1,-2.98146121998219,7.54327193968887,405.25223432626,0.948842345652113
LE,INF,1,1,4.69068445573484,6.46206254255576,203.213661206016,0.962805886142024
LE,INF,1,1,19.7988763545249,6.37726698981391,27.5096738076004,0.965866069405443
LE,INF,1,1,10.6196552761551,3.95790068805218,16.634413615168,0.978623050544805
LE,INF,1,1,63.434948822922,4.94832819700241,16.2243817992797,0.964750215826002
LE,INF,1,1,2.48955292199916,5.09252624852317,23.2886306862141,0.988539394034471
LE,INF,1,1,-54.4623222080256,5.951398173968,17.2818022055914,0.99553566979946
LE,INF,1,1,72.0720802379928,4.81009605952672,36.0622425583528,0.990929410798228
LE,INF,1,1,37.3331957381858,5.94113003462553,83.318161919061,0.890591248381597
LE,INF,1,1,9.46232220802562,3.62584982315699,25.4469728152092,0.956147133801731
LE,INF,1,1,0.651060380229486,6.84253042827953,190.801190397274,0.922485666378991
LE,INF,1,1,-71.565051177078,4.46165260672569,15.8293870311036,0.998862954691404
LE,INF,1,1,-7.1250163489018,5.94178919792175,16.954057520463,0.951071180284446
LE,INF,1,1,-81.869897645844,4.9578310251236,14.3245553203368,0.987265245410667
LE,INF,1,1,-80.1341930569156,5.93686372041702,23.440926688894,0.995917754007488
LE,INF,1,1,13.4957332807958,5.68310083448887,28.1686752519372,0.912713148006376
LE,INF,1,1,-6.81821457165187,9.03542176246643,107.725279168252,0.860107077879771
LE,INF,1,1,-1.08092418666069,7.41157314695161,219.146007304932,0.96756374938712
LE,INF,1,1,17.24145939894,6.73263498544693,32.159761791586,0.94417530509577
LE,INF,1,1,64.9831065219,5.44259601831436,16.7668285373553,0.987243671059678
LE,INF,1,1,-3.99091309842978,8.62441745964257,175.904339903946,0.980181026756751
LE,INF,1,1,6.42874774882985,7.48364346557193,74.1776919787167,0.963217927191446
LE,INF,1,1,0,5.76177817041224,41.1238371574633,0.924038285982358
LE,INF,1,1,78.111341960372,3.96358534693718,19.4775017583027,0.996867466879881
LE,INF,1,1,9.61972779969885,6.67314296019705,64.6646569772734,0.925412118439602
LE,INF,1,1,-3.94518622903756,4.39852388699849,29.6334132168909,0.980949561724065
LE,INF,1,1,4.7355830350294,4.50459553066053,179.983312949741,0.94219229225455
LE,INF,1,1,72.4744316262771,4.952113032341,20.2793594010917,0.982519144273296
LE,INF,1,1,-0,5.40501587665998,76.478166314652,0.915293911624409
LE,INF,1,1,38.0470425318261,6.16180937820011,35.574413796499,0.820987912832306
LE,INF,1,1,36.0273733851036,4.51574323858534,28.6860519387874,0.94829853461601
LE,INF,1,1,-1.1457628381751,6.17492936639225,55.0624809267258,0.908240932092227
LE,INF,1,1,35.5376777919744,5.68404540419579,20.9301065958008,0.822004916952361
LE,INF,1,1,-0.603091194380532,5.51415436976665,97.297032731402,0.976445636059429
LE,INF,1,1,-36.869897645844,4.28360933065414,16.7882890445674,0.893479970482993
LE,INF,1,1,0.74405920288871,6.1050982127587,84.6976165248784,0.909193155513349
LE,INF,1,1,-69.4439547804165,5.5479154586792,19.4164078649987,0.880080785768772
LE,INF,1,1,10.8855270546587,7.70290823777517,28.6708944363601,0.923459316852369
LE,INF,1,1,-6.76617482255306,10.4048581719398,61.4348298684833,0.96710291600452
LE,INF,1,1,-3.81407483429035,3.95626659052713,15.2360679774998,0.986691343237223
LE,INF,1,1,-6.16147810367062,6.0549653453647,185.597514194022,0.953798321040561
LE,INF,1,1,-6.66665989090137,8.94440709255837,161.870472765785,0.957854616084666
LE,INF,1,1,-70.0168934781,5.66066241264343,36.1061101078437,0.972525138467649
LE,INF,1,1,-6.74005609794695,4.24009833773788,112.838905671163,0.981625242121445
LE,INF,1,1,81.869897645844,6.44440433382988,21.6344799463937,0.98052754159836
LE,INF,1,1,-72.5528115767178,6.34783318042755,37.2191400146979,0.985725963609052
LE,INF,1,1,-59.7435628364707,3.62587418158849,28.2107432902685,0.984904498722803
LE,INF,1,1,-2.92990464060971,8.85726694017649,262.110021835933,0.970327108465309
LE,INF,1,1,-5.11731484997264,10.1149462708111,146.934731426016,0.915619058646308
LE,INF,1,1,-1.73570458892839,2.79022510612712,33.2360679774998,0.993353006161529
LE,INF,1,1,-40.9143832200251,7.26691714922587,20.0641269447913,0.989299623945622
LE,INF,1,1,30.2564371635293,11.2311612764994,15.4368141246024,0.899955384402065
LE,INF,1,1,55.0079798014413,5.94445532560349,24.6425250319111,0.990690329008629
LE,INF,1,1,5.11731484997264,8.27453712856068,71.0445668318752,0.946843977450893
LE,INF,1,1,-1.55868420621082,6.15327883781271,155.481659516252,0.945799087532613
LE,INF,1,1,-8.13010235415598,4.94801123936971,68.5106246632827,0.928901329094085
LE,INF,1,1,-1.30789560166378,6.62220349418583,225.369382766419,0.971991259418418
LE,INF,1,1,57.8477048587177,5.94002143541972,41.7856693361336,0.989335671151747
LE,INF,1,1,2.29061004263853,5.27679079771042,63.1951328837481,0.791832879042114
LE,INF,1,1,1.827968244305,7.24349816503196,105.993844436955,0.887295490186235
LE,INF,1,1,-2.66300076606714,4.06375243789271,44.5467743309811,0.966321066935796
LE,INF,1,1,3.76403486490572,9.02515914705065,80.00794983124,0.951959102288849
