Eye,Region,ROI,Layer,Angle,Width,Length,Straightness
LE,INF,1,1,-62.2715184626931,6.89630379058697,124.340942380624,0.916975055254856
LE,INF,1,1,-59.5558108993587,6.38818965205606,422.290039684688,0.969509524744264
LE,INF,1,1,-69.6702507252655,6.67034730785771,86.1609253497778,0.954251812298926
LE,INF,1,1,-72.8953220957942,6.49005212386449,149.144009533635,0.922677170759273
LE,INF,1,1,-56.1319022977159,8.09418778315834,227.006060731405,0.941851447185826
LE,INF,1,1,-56.3791186424239,5.42422262827555,100.995887749789,0.948106874147583
LE,INF,1,1,-41.4905863235283,4.10030750632286,150.214092352472,0.941018002490302
LE,INF,1,1,-30.7646642942353,4.53694363902597,68.9691080464863,0.902221277132875
LE,INF,1,1,-59.2353357057647,5.67060503164927,67.392952721114,0.958883311628045
LE,INF,1,1,-59.2353357057647,5.55943186008013,113.189693264234,0.928697456249396
LE,INF,1,1,-66.021624662531,5.71027917353833,259.556061703116,0.936530971375135
LE,INF,1,1,-59.2353357057709,3.95017528533936,89.1910680613263,0.982880165932042
LE,INF,1,1,-57.8229363412842,6.55898091197014,63.5226968380054,0.961189513814291
LE,INF,1,1,-37.3951174592182,4.44932793080807,33.391415210304,0.940380536088374
LE,INF,1,1,10.1903459708138,4.61249641577403,42.4289152307869,0.695979285820622
LE,INF,1,1,-43.0428049206126,4.61565907796224,30.8698259971658,0.971822776155407
LE,INF,1,1,-59.2353357057656,4.37194043084195,71.2865737956138,0.959860152269433
LE,INF,1,1,-57.4883854754985,5.50604778900743,125.384548232573,0.941949278133295
LE,INF,1,1,-86.2083689671131,4.941710293293,33.693541707568,0.946950384260765
LE,INF,1,1,-63.2173997876994,2.62899208863576,43.5328201442898,0.802348625183832
LE,INF,1,1,-63.2173997876994,5.33654165267944,46.7314661156959,0.947367821346558
LE,INF,1,1,-55.0698722928705,4.74721866846085,39.0469705037233,0.918045528127507
LE,INF,1,1,-63.2173997876994,5.57931315898895,46.5671529561343,0.961562464354561
LE,INF,1,1,-55.0698722928705,5.36900998864855,54.0949053348077,0.852965500071733
LE,INF,1,1,-3.60420773382066,7.70626901255714,39.8767194334513,0.886616039675242
LE,INF,1,1,37.5392677355357,5.502772781584,33.6397854073432,0.938629852282034
LE,INF,1,1,-52.4607322644643,4.52766140869686,38.0949534589692,0.932159212305553
LE,INF,1,1,-52.7157718869557,5.40151650630511,104.901640530269,0.77731292013547
LE,INF,1,1,23.205131452396,5.92990895112356,32.4618623230807,0.967308548834827
LE,INF,1,1,-59.2716748876936,4.45123136043549,32.5467743309811,0.880366738417886
LE,INF,1,1,-26.945203447407,5.34072194099426,78.0005564223773,0.870467903067332
LE,INF,1,1,-22.4626228138001,5.65417001928602,53.7247493541376,0.886630873627142
LE,INF,1,1,7.54531699541634,6.18777869641781,45.140342618935,0.986996026946463
LE,INF,1,1,-14.108165492173,3.67168586594718,35.3194815508316,0.889045805811831
LE,INF,1,1,-76.1001397947982,4.8589833649722,96.2044004399039,0.901212771688486
LE,INF,1,1,-1.4210854715202e-14,5.27721041440964,34.7460807881215,0.921416760134551
LE,INF,1,1,-66.222683920744,4.31771385669708,42.6888826970883,0.909674210811423
LE,INF,1,1,-61.8043073311745,4.1602038884985,153.820286104767,0.926194741736657
LE,INF,1,1,-43.3090129298184,5.94104392528534,91.1714707201607,0.955694615375996
LE,INF,1,1,-40.4714558773026,5.543354956309,68.7229219499958,0.94437083169389
LE,INF,1,1,-62.6149218398657,7.46658930411706,64.7649370959679,0.91737606449016
LE,INF,1,1,-66.3100573903911,6.59995348680587,91.7307330335197,0.979920439359514
LE,INF,1,1,-21.5203633498797,6.46522557338079,130.372303139471,0.875259496790836
LE,INF,1,1,-54.6041931648318,6.47968796166507,89.6517942192373,0.907891511701984
LE,INF,1,1,-57.6980455714987,3.49902296983279,34.5552249958833,0.935053637956529
LE,INF,1,1,-33.4327137616561,5.54410856962204,39.0057682136392,0.867508837309482
LE,INF,1,1,-37.9453056708702,5.77696213245392,88.0967680710204,0.963779172013001
LE,INF,1,1,-63.138482481433,5.07586477113807,87.2707371046574,0.887061018391653
LE,INF,1,1,-81.9687222814107,7.06742359910692,61.8657212524596,0.889609795361111
LE,INF,1,1,-56.3986442188013,5.34034061154654,141.575784842222,0.950933242774524
LE,INF,1,1,-32.8081752206606,5.78200402626624,59.9043385259467,0.898340546152361
LE,INF,1,1,-31.3104014450919,5.40164257179607,33.6869222889699,0.924537502643648
LE,INF,1,1,-63.2173997877061,7.70204906993442,31.8545782566682,0.857427787849549
LE,INF,1,1,-76.7480730648367,4.42420423732084,51.9502538374518,0.814174500426038
LE,INF,1,1,-68.4603895311478,5.18930541723967,54.5359890247585,0.894175428611151
LE,INF,1,1,-67.1784803525589,5.64967586560683,195.31819753877,0.866223656007796
LE,INF,1,1,-66.55132181921,4.61567355195681,37.2857456730283,0.803702529924743
LE,INF,1,1,-61.880677724886,4.56709537139306,37.7007712558254,0.85621656289459
LE,INF,1,1,-25.4878508821366,5.93573925495148,35.5378167404474,0.980030647040179
LE,INF,1,1,-29.6014454564845,4.48486848672231,50.2970645569395,0.922527615502341
LE,INF,1,1,13.2519269351603,4.95098744630814,36.9356475996245,0.866794635204655
LE,INF,1,1,-55.047457932842,5.39680277217518,45.9534090861105,0.905902683193526
LE,INF,1,1,-27.03446542197,5.65415934153966,105.674889325732,0.929542714933029
LE,INF,1,1,-65.7222479179393,7.09244116544724,219.110191140069,0.956866708301481
LE,INF,1,1,-66.2988896039162,6.40154334001763,207.632655199263,0.936834098781095
LE,INF,1,1,-65.1572840262669,6.60200106435352,67.8013080170996,0.966817726433204
LE,INF,1,1,-1.00262448340317,5.37173521518707,45.8819652183917,0.973241379504656
LE,INF,1,1,23.6899426096097,9.24145956834157,31.7312948889983,0.950154318278893
LE,INF,1,1,-66.0234210808844,5.93750754992167,37.4229375232964,0.947768883184457
LE,INF,1,1,-66.615472903381,5.19262903928757,33.8399585853175,0.894371422604952
LE,INF,1,1,24.2045680270385,7.92107956226055,64.1761090200291,0.87259886669855
LE,INF,1,1,-79.3474033399936,4.52440682479313,39.90408968278,0.964080835552658
LE,INF,1,1,-66.9794475672122,4.52224405322756,48.8664554115992,0.770596935062066
LE,INF,1,1,-74.776999155614,6.40024931614216,57.6531946184201,0.963394598956872
LE,INF,1,1,4.29922908276486,4.55329506397247,41.6142827017422,0.937178234682566
LE,INF,1,1,-74.5676151965959,4.61902493900723,50.2978346280849,0.928279924274202
LE,INF,1,1,4.29922908276486,7.24725242664939,194.696970585241,0.904202300365264
LE,INF,1,1,-56.3571802199183,5.27467276652654,33.8669231368148,0.937928734187474
LE,INF,1,1,-63.3419527519449,3.95409646401039,72.8337658996073,0.926030311389303
LE,INF,1,1,-67.4313336373395,4.23547567640032,32.5629719202772,0.909443580961376
LE,INF,1,1,-4.06759317317247,3.6716650383813,36.7778057882567,0.978851218239207
LE,INF,1,1,-78.6374451117319,6.20059791336889,115.035426250545,0.965546460854718
LE,INF,1,1,-14.0012706609864,3.38488839353834,32.6891942452049,0.973644706166101
LE,INF,1,1,-5.63774443604458,5.93336234773908,31.2972316877565,0.904859726877738
LE,INF,1,1,11.3625548882681,5.27552035119798,40.5765685766964,0.966187948932206
